0.00000,6.51975,4.63887,4.70339,5.23501,3.97331,4.56339,4.31664,4.58738,2.63377,3.45608,6.38818,0.00000,5.87078,5.88553,0.00000,5.03087,4.27326,4.76390,2.01942,1.74385,2.43903,1.29437,0.90627,2.09574,4.17060,4.11221,4.57170,4.49196,2.23070,4.95086
0.00000,4.82445,3.57861,3.45031,4.09386,3.47869,3.17892,3.50373,2.88492,2.69782,2.66266,5.36228,0.00000,3.85038,5.26701,0.00000,3.82982,3.53184,2.78324,2.07439,1.11025,1.62091,2.24201,0.25736,0.16590,3.35671,2.48445,3.17747,2.91115,1.74946,2.39157
0.00000,5.46988,3.35442,3.24546,5.18671,3.45703,4.10730,3.28755,3.36064,3.03107,3.70040,4.72810,0.00000,4.24562,5.14341,0.00000,5.95683,4.75799,2.25505,1.95064,2.36654,2.05178,2.03405,-0.31668,2.98894,4.15890,3.45920,2.65681,3.96465,2.01111,3.82771
0.00000,5.94842,4.38970,3.79287,5.57457,2.95070,5.99145,5.22073,4.50176,3.92929,4.32852,7.22317,0.00000,4.58114,5.54441,0.00000,7.44678,6.22932,2.56071,2.91721,3.39776,1.78315,2.36713,1.40255,3.10252,3.28532,6.15932,5.00037,5.20761,3.13577,3.68206
0.00000,4.28265,4.49628,4.06429,5.89751,4.24791,3.14601,3.79244,3.89563,2.63253,3.18966,4.50760,0.00000,4.92004,6.31013,0.00000,4.27807,3.80859,3.27723,2.50488,3.10667,1.90710,4.80682,0.82552,1.36606,4.85469,2.96953,3.63390,4.14832,2.05225,3.38875
0.00000,5.79123,4.60588,4.49062,5.10575,3.27877,3.46549,4.75842,2.73887,2.79334,3.25539,6.22715,0.00000,5.63543,5.46537,0.00000,3.19364,5.25487,2.60854,3.14102,1.59818,1.68693,4.58859,0.48016,1.88845,3.26357,2.86709,3.47006,2.92488,1.75888,2.47841
0.00000,5.33357,3.95004,4.28507,4.27270,3.12883,3.71542,3.50474,4.32177,2.75360,3.10436,6.09927,0.00000,5.09063,4.55698,0.00000,3.92473,3.89189,2.46147,1.78697,1.26206,2.08810,3.81105,0.41070,1.37089,3.02206,3.48744,2.72978,4.79804,1.80068,2.43492
0.00000,5.90396,4.49728,4.39216,5.74603,3.72637,5.52360,3.85895,3.73546,3.09993,3.10702,6.27208,0.00000,5.24518,6.79405,0.00000,7.06489,5.38112,2.35330,3.22920,1.23365,0.75630,3.04833,0.39176,1.71928,3.86617,4.72024,2.37646,4.32646,2.77394,3.75145
0.00000,5.02113,4.49642,3.38077,4.66447,3.11882,2.92609,4.23857,2.48536,2.22469,2.24355,4.91682,0.00000,3.86677,5.64101,0.00000,4.37962,4.53662,2.07052,2.12191,1.18201,1.47511,4.56766,1.52335,1.31359,3.59593,2.54192,3.59619,2.56387,2.37282,2.10481
0.00000,6.32035,3.82177,3.98767,5.62544,3.49676,4.53541,4.50651,4.21643,3.40618,4.53599,6.16881,0.00000,4.48252,5.62336,0.00000,5.78693,4.03470,2.27226,3.77345,0.97494,1.98802,1.36447,1.67320,1.81612,3.89726,3.47160,3.97171,5.26913,2.32304,4.48692
0.00000,5.47495,5.76146,3.54050,5.19070,4.69337,5.46393,5.79797,5.83333,3.95185,4.67205,5.20610,0.00000,4.10781,4.66567,0.00000,4.48694,6.44511,3.10480,1.25799,1.85383,2.77994,3.47756,2.35462,3.54464,5.54718,5.12052,5.52585,6.84427,2.87797,7.04877
0.00000,4.78992,4.80712,4.72035,5.50612,3.02462,2.99941,3.36926,2.74003,2.53480,3.61494,4.94836,0.00000,5.64407,6.11108,0.00000,3.72395,3.80063,3.78598,0.79093,3.29578,1.64095,0.84538,0.76579,2.24521,3.52177,2.86768,1.76109,2.59258,2.41893,4.10366
0.00000,6.22658,4.33403,4.95894,4.11737,2.84535,3.04907,3.77725,2.80037,2.63678,2.90605,6.18592,0.00000,5.75961,4.29265,0.00000,2.35600,4.66757,2.80634,1.96222,1.40878,3.61691,5.35359,1.69212,1.81822,3.08614,2.47169,2.22643,2.76295,2.34949,2.23602
0.00000,5.92806,4.83844,3.79922,5.24901,2.00500,4.00194,4.42863,3.49508,2.61136,3.28747,4.85369,0.00000,4.54448,4.97441,0.00000,4.63944,6.78274,3.35275,0.97829,3.02327,1.92279,8.34025,1.65169,3.52843,2.09814,3.85582,3.37339,3.46448,2.01232,3.93203
0.00000,4.76024,3.65330,3.58595,3.84565,2.38184,2.66460,3.08993,2.65480,2.52220,2.68596,4.48799,0.00000,4.35510,4.48715,0.00000,3.46618,4.29817,3.07393,0.62651,2.69908,1.94113,-0.11482,0.35071,1.61886,2.06036,2.61857,1.45686,2.51115,0.82940,3.34992
0.00000,5.22242,4.63525,4.89447,5.26682,2.83656,2.96448,3.40096,3.62627,2.60492,2.30932,5.43026,0.00000,6.31156,5.84924,0.00000,5.47977,4.26890,2.87133,2.61088,0.26029,1.92709,5.72267,0.64080,1.74149,2.01516,2.11013,1.52753,3.85970,1.85295,1.63045
0.00000,5.55787,4.10770,4.22435,5.04616,3.84275,4.41365,3.38498,4.21294,2.99269,3.58088,5.44273,0.00000,4.84718,5.64942,0.00000,2.73662,4.72546,2.76963,2.36748,2.90082,2.44644,2.79225,-0.13672,3.20576,4.32997,4.85927,2.58321,4.72350,2.06570,3.22442
0.00000,4.22519,3.67730,3.98724,4.00969,1.85734,3.40091,3.75980,2.31624,2.81566,2.45419,4.95834,0.00000,4.51761,4.46082,0.00000,3.08670,5.09175,1.54280,2.01303,2.25393,3.08242,4.09782,2.39383,1.40080,1.73925,2.64610,2.78307,2.54598,1.53737,3.29531
